,Date,Timespan,Value,Base
0,2019-06-01T00:00:00.0000000,00:00-01:00,34178.6,839692.4
1,2019-06-01T00:00:00.0000000,01:00-02:00,33057.6,839692.4
2,2019-06-01T00:00:00.0000000,02:00-03:00,32091.7,839692.4
3,2019-06-01T00:00:00.0000000,03:00-04:00,31518.7,839692.4
4,2019-06-01T00:00:00.0000000,04:00-05:00,31291.1,839692.4
5,2019-06-01T00:00:00.0000000,05:00-06:00,32074.0,839692.4
6,2019-06-01T00:00:00.0000000,06:00-07:00,33061.1,839692.4
7,2019-06-01T00:00:00.0000000,07:00-08:00,34275.5,839692.4
8,2019-06-01T00:00:00.0000000,08:00-09:00,35253.7,839692.4
9,2019-06-01T00:00:00.0000000,09:00-10:00,35845.9,839692.4
10,2019-06-01T00:00:00.0000000,10:00-11:00,36052.3,839692.4
11,2019-06-01T00:00:00.0000000,11:00-12:00,36272.3,839692.4
12,2019-06-01T00:00:00.0000000,12:00-13:00,36387.2,839692.4
13,2019-06-01T00:00:00.0000000,13:00-14:00,36084.6,839692.4
14,2019-06-01T00:00:00.0000000,14:00-15:00,35474.5,839692.4
15,2019-06-01T00:00:00.0000000,15:00-16:00,35509.7,839692.4
16,2019-06-01T00:00:00.0000000,16:00-17:00,35612.8,839692.4
17,2019-06-01T00:00:00.0000000,17:00-18:00,35870.6,839692.4
18,2019-06-01T00:00:00.0000000,18:00-19:00,36507.9,839692.4
19,2019-06-01T00:00:00.0000000,19:00-20:00,37261.0,839692.4
20,2019-06-01T00:00:00.0000000,20:00-21:00,37233.4,839692.4
21,2019-06-01T00:00:00.0000000,21:00-22:00,37305.0,839692.4
22,2019-06-01T00:00:00.0000000,22:00-23:00,36866.6,839692.4
23,2019-06-01T00:00:00.0000000,23:00-24:00,34606.6,839692.4
24,2019-06-01T00:00:00.0000000,00:00-01:00,33126.7,839692.4
25,2019-06-01T00:00:00.0000000,01:00-02:00,31454.5,839692.4
26,2019-06-01T00:00:00.0000000,02:00-03:00,30354.4,839692.4
27,2019-06-01T00:00:00.0000000,03:00-04:00,29985.9,839692.4
28,2019-06-01T00:00:00.0000000,04:00-05:00,29763.9,839692.4
29,2019-06-01T00:00:00.0000000,05:00-06:00,30099.3,839692.4
30,2019-06-01T00:00:00.0000000,06:00-07:00,31215.3,839692.4
31,2019-06-01T00:00:00.0000000,07:00-08:00,32719.1,839692.4
32,2019-06-01T00:00:00.0000000,08:00-09:00,33788.8,839692.4
33,2019-06-01T00:00:00.0000000,09:00-10:00,34873.1,839692.4
34,2019-06-01T00:00:00.0000000,10:00-11:00,35545.1,839692.4
35,2019-06-01T00:00:00.0000000,11:00-12:00,35542.7,839692.4
36,2019-06-01T00:00:00.0000000,12:00-13:00,35345.7,839692.4
37,2019-06-01T00:00:00.0000000,13:00-14:00,34931.8,839692.4
38,2019-06-01T00:00:00.0000000,14:00-15:00,34660.4,839692.4
39,2019-06-01T00:00:00.0000000,15:00-16:00,34566.4,839692.4
40,2019-06-01T00:00:00.0000000,16:00-17:00,34843.5,839692.4
41,2019-06-01T00:00:00.0000000,17:00-18:00,35518.1,839692.4
42,2019-06-01T00:00:00.0000000,18:00-19:00,35712.1,839692.4
43,2019-06-01T00:00:00.0000000,19:00-20:00,37063.6,839692.4
44,2019-06-01T00:00:00.0000000,20:00-21:00,37847.0,839692.4
45,2019-06-01T00:00:00.0000000,21:00-22:00,37272.0,839692.4
46,2019-06-01T00:00:00.0000000,22:00-23:00,36969.0,839692.4
47,2019-06-01T00:00:00.0000000,23:00-24:00,33991.3,839692.4
48,2019-06-02T00:00:00.0000000,00:00-01:00,32145.4,817189.7
49,2019-06-02T00:00:00.0000000,01:00-02:00,31639.8,817189.7
50,2019-06-02T00:00:00.0000000,02:00-03:00,31273.4,817189.7
51,2019-06-02T00:00:00.0000000,03:00-04:00,30869.4,817189.7
52,2019-06-02T00:00:00.0000000,04:00-05:00,31608.6,817189.7
53,2019-06-02T00:00:00.0000000,05:00-06:00,32569.5,817189.7
54,2019-06-02T00:00:00.0000000,06:00-07:00,36337.5,817189.7
55,2019-06-02T00:00:00.0000000,07:00-08:00,39645.2,817189.7
56,2019-06-02T00:00:00.0000000,08:00-09:00,41056.3,817189.7
57,2019-06-02T00:00:00.0000000,09:00-10:00,40492.4,817189.7
58,2019-06-02T00:00:00.0000000,10:00-11:00,39940.4,817189.7
59,2019-06-02T00:00:00.0000000,11:00-12:00,39180.5,817189.7
60,2019-06-02T00:00:00.0000000,12:00-13:00,38320.8,817189.7
61,2019-06-02T00:00:00.0000000,13:00-14:00,37930.2,817189.7
62,2019-06-02T00:00:00.0000000,14:00-15:00,37671.1,817189.7
63,2019-06-02T00:00:00.0000000,15:00-16:00,37778.1,817189.7
64,2019-06-02T00:00:00.0000000,16:00-17:00,37797.7,817189.7
65,2019-06-02T00:00:00.0000000,17:00-18:00,38793.3,817189.7
66,2019-06-02T00:00:00.0000000,18:00-19:00,39000.9,817189.7
67,2019-06-02T00:00:00.0000000,19:00-20:00,39308.7,817189.7
68,2019-06-02T00:00:00.0000000,20:00-21:00,38826.3,817189.7
69,2019-06-02T00:00:00.0000000,21:00-22:00,38565.6,817189.7
70,2019-06-02T00:00:00.0000000,22:00-23:00,37659.1,817189.7
71,2019-06-02T00:00:00.0000000,23:00-24:00,35411.9,817189.7
72,2019-06-03T00:00:00.0000000,00:00-01:00,32223.0,883822.1
73,2019-06-03T00:00:00.0000000,01:00-02:00,31084.2,883822.1
74,2019-06-03T00:00:00.0000000,02:00-03:00,30595.3,883822.1
75,2019-06-03T00:00:00.0000000,03:00-04:00,30270.7,883822.1
76,2019-06-03T00:00:00.0000000,04:00-05:00,31040.8,883822.1
77,2019-06-03T00:00:00.0000000,05:00-06:00,32692.2,883822.1
78,2019-06-03T00:00:00.0000000,06:00-07:00,37184.6,883822.1
79,2019-06-03T00:00:00.0000000,07:00-08:00,39506.3,883822.1
80,2019-06-03T00:00:00.0000000,08:00-09:00,40922.5,883822.1
81,2019-06-03T00:00:00.0000000,09:00-10:00,40854.7,883822.1
82,2019-06-03T00:00:00.0000000,10:00-11:00,40497.1,883822.1
83,2019-06-03T00:00:00.0000000,11:00-12:00,40016.3,883822.1
84,2019-06-03T00:00:00.0000000,12:00-13:00,39276.0,883822.1
85,2019-06-03T00:00:00.0000000,13:00-14:00,38973.7,883822.1
86,2019-06-03T00:00:00.0000000,14:00-15:00,38680.1,883822.1
87,2019-06-03T00:00:00.0000000,15:00-16:00,38515.5,883822.1
88,2019-06-03T00:00:00.0000000,16:00-17:00,38909.1,883822.1
89,2019-06-03T00:00:00.0000000,17:00-18:00,39256.8,883822.1
90,2019-06-03T00:00:00.0000000,18:00-19:00,38906.4,883822.1
91,2019-06-03T00:00:00.0000000,19:00-20:00,39033.9,883822.1
92,2019-06-03T00:00:00.0000000,20:00-21:00,38916.2,883822.1
93,2019-06-03T00:00:00.0000000,21:00-22:00,38305.7,883822.1
94,2019-06-03T00:00:00.0000000,22:00-23:00,36578.8,883822.1
95,2019-06-03T00:00:00.0000000,23:00-24:00,34698.6,883822.1
96,2019-06-04T00:00:00.0000000,00:00-01:00,33207.3,886938.5
97,2019-06-04T00:00:00.0000000,01:00-02:00,32578.2,886938.5
98,2019-06-04T00:00:00.0000000,02:00-03:00,32554.6,886938.5
99,2019-06-04T00:00:00.0000000,03:00-04:00,32453.7,886938.5
100,2019-06-04T00:00:00.0000000,04:00-05:00,32853.4,886938.5
101,2019-06-04T00:00:00.0000000,05:00-06:00,34184.1,886938.5
102,2019-06-04T00:00:00.0000000,06:00-07:00,37594.6,886938.5
103,2019-06-04T00:00:00.0000000,07:00-08:00,40014.3,886938.5
104,2019-06-04T00:00:00.0000000,08:00-09:00,40698.5,886938.5
105,2019-06-04T00:00:00.0000000,09:00-10:00,40627.1,886938.5
106,2019-06-04T00:00:00.0000000,10:00-11:00,40396.8,886938.5
107,2019-06-04T00:00:00.0000000,11:00-12:00,39895.2,886938.5
108,2019-06-04T00:00:00.0000000,12:00-13:00,39459.8,886938.5
109,2019-06-04T00:00:00.0000000,13:00-14:00,38935.9,886938.5
110,2019-06-04T00:00:00.0000000,14:00-15:00,38363.7,886938.5
111,2019-06-04T00:00:00.0000000,15:00-16:00,38884.6,886938.5
112,2019-06-04T00:00:00.0000000,16:00-17:00,38988.9,886938.5
113,2019-06-04T00:00:00.0000000,17:00-18:00,38770.6,886938.5
114,2019-06-04T00:00:00.0000000,18:00-19:00,38711.9,886938.5
115,2019-06-04T00:00:00.0000000,19:00-20:00,38814.8,886938.5
116,2019-06-04T00:00:00.0000000,20:00-21:00,39001.7,886938.5
117,2019-06-04T00:00:00.0000000,21:00-22:00,39039.9,886938.5
118,2019-06-04T00:00:00.0000000,22:00-23:00,38075.0,886938.5
119,2019-06-04T00:00:00.0000000,23:00-24:00,35208.5,886938.5
120,2019-06-05T00:00:00.0000000,00:00-01:00,32285.0,899313.1
121,2019-06-05T00:00:00.0000000,01:00-02:00,31099.8,899313.1
122,2019-06-05T00:00:00.0000000,02:00-03:00,30290.4,899313.1
123,2019-06-05T00:00:00.0000000,03:00-04:00,30103.9,899313.1
124,2019-06-05T00:00:00.0000000,04:00-05:00,30455.0,899313.1
125,2019-06-05T00:00:00.0000000,05:00-06:00,31428.1,899313.1
126,2019-06-05T00:00:00.0000000,06:00-07:00,34977.5,899313.1
127,2019-06-05T00:00:00.0000000,07:00-08:00,37388.6,899313.1
128,2019-06-05T00:00:00.0000000,08:00-09:00,38251.0,899313.1
129,2019-06-05T00:00:00.0000000,09:00-10:00,38259.5,899313.1
130,2019-06-05T00:00:00.0000000,10:00-11:00,37855.3,899313.1
131,2019-06-05T00:00:00.0000000,11:00-12:00,37649.0,899313.1
132,2019-06-05T00:00:00.0000000,12:00-13:00,36787.4,899313.1
133,2019-06-05T00:00:00.0000000,13:00-14:00,36420.1,899313.1
134,2019-06-05T00:00:00.0000000,14:00-15:00,36255.1,899313.1
135,2019-06-05T00:00:00.0000000,15:00-16:00,36574.9,899313.1
136,2019-06-05T00:00:00.0000000,16:00-17:00,36772.7,899313.1
137,2019-06-05T00:00:00.0000000,17:00-18:00,37110.5,899313.1
138,2019-06-05T00:00:00.0000000,18:00-19:00,37360.3,899313.1
139,2019-06-05T00:00:00.0000000,19:00-20:00,37160.6,899313.1
140,2019-06-05T00:00:00.0000000,20:00-21:00,36931.9,899313.1
141,2019-06-05T00:00:00.0000000,21:00-22:00,36753.5,899313.1
142,2019-06-05T00:00:00.0000000,22:00-23:00,36009.9,899313.1
143,2019-06-05T00:00:00.0000000,23:00-24:00,34393.1,899313.1
144,2019-06-06T00:00:00.0000000,00:00-01:00,33354.1,848573.1
145,2019-06-06T00:00:00.0000000,01:00-02:00,32669.5,848573.1
146,2019-06-06T00:00:00.0000000,02:00-03:00,32352.8,848573.1
147,2019-06-06T00:00:00.0000000,03:00-04:00,32265.7,848573.1
148,2019-06-06T00:00:00.0000000,04:00-05:00,32446.5,848573.1
149,2019-06-06T00:00:00.0000000,05:00-06:00,33930.1,848573.1
150,2019-06-06T00:00:00.0000000,06:00-07:00,36204.9,848573.1
151,2019-06-06T00:00:00.0000000,07:00-08:00,38978.6,848573.1
152,2019-06-06T00:00:00.0000000,08:00-09:00,40273.2,848573.1
153,2019-06-06T00:00:00.0000000,09:00-10:00,40282.6,848573.1
154,2019-06-06T00:00:00.0000000,10:00-11:00,40278.5,848573.1
155,2019-06-06T00:00:00.0000000,11:00-12:00,39675.0,848573.1
156,2019-06-06T00:00:00.0000000,12:00-13:00,38667.4,848573.1
157,2019-06-06T00:00:00.0000000,13:00-14:00,37970.0,848573.1
158,2019-06-06T00:00:00.0000000,14:00-15:00,37151.4,848573.1
159,2019-06-06T00:00:00.0000000,15:00-16:00,37249.8,848573.1
160,2019-06-06T00:00:00.0000000,16:00-17:00,37039.6,848573.1
161,2019-06-06T00:00:00.0000000,17:00-18:00,37461.4,848573.1
162,2019-06-06T00:00:00.0000000,18:00-19:00,37925.4,848573.1
163,2019-06-06T00:00:00.0000000,19:00-20:00,37561.8,848573.1
164,2019-06-06T00:00:00.0000000,20:00-21:00,37088.0,848573.1
165,2019-06-06T00:00:00.0000000,21:00-22:00,36981.9,848573.1
166,2019-06-06T00:00:00.0000000,22:00-23:00,36159.2,848573.1
167,2019-06-06T00:00:00.0000000,23:00-24:00,34311.4,848573.1
168,2019-06-07T00:00:00.0000000,00:00-01:00,31834.2,878278.8
169,2019-06-07T00:00:00.0000000,01:00-02:00,30973.0,878278.8
170,2019-06-07T00:00:00.0000000,02:00-03:00,30479.0,878278.8
171,2019-06-07T00:00:00.0000000,03:00-04:00,29823.1,878278.8
172,2019-06-07T00:00:00.0000000,04:00-05:00,29225.9,878278.8
173,2019-06-07T00:00:00.0000000,05:00-06:00,29759.7,878278.8
174,2019-06-07T00:00:00.0000000,06:00-07:00,29844.2,878278.8
175,2019-06-07T00:00:00.0000000,07:00-08:00,31486.0,878278.8
176,2019-06-07T00:00:00.0000000,08:00-09:00,32798.2,878278.8
177,2019-06-07T00:00:00.0000000,09:00-10:00,33735.2,878278.8
178,2019-06-07T00:00:00.0000000,10:00-11:00,34355.6,878278.8
179,2019-06-07T00:00:00.0000000,11:00-12:00,34446.9,878278.8
180,2019-06-07T00:00:00.0000000,12:00-13:00,34549.0,878278.8
181,2019-06-07T00:00:00.0000000,13:00-14:00,34173.9,878278.8
182,2019-06-07T00:00:00.0000000,14:00-15:00,33817.7,878278.8
183,2019-06-07T00:00:00.0000000,15:00-16:00,33568.8,878278.8
184,2019-06-07T00:00:00.0000000,16:00-17:00,33588.2,878278.8
185,2019-06-07T00:00:00.0000000,17:00-18:00,33756.0,878278.8
186,2019-06-07T00:00:00.0000000,18:00-19:00,33916.4,878278.8
187,2019-06-07T00:00:00.0000000,19:00-20:00,33656.3,878278.8
188,2019-06-07T00:00:00.0000000,20:00-21:00,32998.3,878278.8
189,2019-06-07T00:00:00.0000000,21:00-22:00,32807.9,878278.8
190,2019-06-07T00:00:00.0000000,22:00-23:00,32467.4,878278.8
191,2019-06-07T00:00:00.0000000,23:00-24:00,31507.4,878278.8
192,2019-06-08T00:00:00.0000000,00:00-01:00,33005.1,779568.3
193,2019-06-08T00:00:00.0000000,01:00-02:00,32092.0,779568.3
194,2019-06-08T00:00:00.0000000,02:00-03:00,31456.1,779568.3
195,2019-06-08T00:00:00.0000000,03:00-04:00,30789.8,779568.3
196,2019-06-08T00:00:00.0000000,04:00-05:00,30353.9,779568.3
197,2019-06-08T00:00:00.0000000,05:00-06:00,30537.7,779568.3
198,2019-06-08T00:00:00.0000000,06:00-07:00,30927.7,779568.3
199,2019-06-08T00:00:00.0000000,07:00-08:00,32321.2,779568.3
200,2019-06-08T00:00:00.0000000,08:00-09:00,33758.4,779568.3
201,2019-06-08T00:00:00.0000000,09:00-10:00,34346.2,779568.3
202,2019-06-08T00:00:00.0000000,10:00-11:00,34427.5,779568.3
203,2019-06-08T00:00:00.0000000,11:00-12:00,34458.1,779568.3
204,2019-06-08T00:00:00.0000000,12:00-13:00,34812.1,779568.3
205,2019-06-08T00:00:00.0000000,13:00-14:00,34296.8,779568.3
206,2019-06-08T00:00:00.0000000,14:00-15:00,33682.6,779568.3
207,2019-06-08T00:00:00.0000000,15:00-16:00,33866.5,779568.3
208,2019-06-08T00:00:00.0000000,16:00-17:00,34488.5,779568.3
209,2019-06-08T00:00:00.0000000,17:00-18:00,35695.8,779568.3
210,2019-06-08T00:00:00.0000000,18:00-19:00,36683.0,779568.3
211,2019-06-08T00:00:00.0000000,19:00-20:00,36749.6,779568.3
212,2019-06-08T00:00:00.0000000,20:00-21:00,36290.0,779568.3
213,2019-06-08T00:00:00.0000000,21:00-22:00,36047.3,779568.3
214,2019-06-08T00:00:00.0000000,22:00-23:00,35603.6,779568.3
215,2019-06-08T00:00:00.0000000,23:00-24:00,34290.1,779568.3
216,2019-06-09T00:00:00.0000000,00:00-01:00,31345.2,810979.6
217,2019-06-09T00:00:00.0000000,01:00-02:00,30161.4,810979.6
218,2019-06-09T00:00:00.0000000,02:00-03:00,29937.4,810979.6
219,2019-06-09T00:00:00.0000000,03:00-04:00,29745.7,810979.6
220,2019-06-09T00:00:00.0000000,04:00-05:00,30111.4,810979.6
221,2019-06-09T00:00:00.0000000,05:00-06:00,31536.7,810979.6
222,2019-06-09T00:00:00.0000000,06:00-07:00,33936.6,810979.6
223,2019-06-09T00:00:00.0000000,07:00-08:00,36056.9,810979.6
224,2019-06-09T00:00:00.0000000,08:00-09:00,37848.9,810979.6
225,2019-06-09T00:00:00.0000000,09:00-10:00,37543.7,810979.6
226,2019-06-09T00:00:00.0000000,10:00-11:00,37590.1,810979.6
227,2019-06-09T00:00:00.0000000,11:00-12:00,37571.3,810979.6
228,2019-06-09T00:00:00.0000000,12:00-13:00,37178.9,810979.6
229,2019-06-09T00:00:00.0000000,13:00-14:00,36965.4,810979.6
230,2019-06-09T00:00:00.0000000,14:00-15:00,36526.5,810979.6
231,2019-06-09T00:00:00.0000000,15:00-16:00,36705.2,810979.6
232,2019-06-09T00:00:00.0000000,16:00-17:00,37476.2,810979.6
233,2019-06-09T00:00:00.0000000,17:00-18:00,38434.6,810979.6
234,2019-06-09T00:00:00.0000000,18:00-19:00,39348.5,810979.6
235,2019-06-09T00:00:00.0000000,19:00-20:00,39286.5,810979.6
236,2019-06-09T00:00:00.0000000,20:00-21:00,38861.3,810979.6
237,2019-06-09T00:00:00.0000000,21:00-22:00,38501.6,810979.6
238,2019-06-09T00:00:00.0000000,22:00-23:00,37542.0,810979.6
239,2019-06-09T00:00:00.0000000,23:00-24:00,35970.8,810979.6
240,2019-06-10T00:00:00.0000000,00:00-01:00,33722.2,856182.8
241,2019-06-10T00:00:00.0000000,01:00-02:00,32611.9,856182.8
242,2019-06-10T00:00:00.0000000,02:00-03:00,32136.5,856182.8
243,2019-06-10T00:00:00.0000000,03:00-04:00,31685.8,856182.8
244,2019-06-10T00:00:00.0000000,04:00-05:00,32235.4,856182.8
245,2019-06-10T00:00:00.0000000,05:00-06:00,33752.4,856182.8
246,2019-06-10T00:00:00.0000000,06:00-07:00,38043.0,856182.8
247,2019-06-10T00:00:00.0000000,07:00-08:00,40847.7,856182.8
248,2019-06-10T00:00:00.0000000,08:00-09:00,41621.4,856182.8
249,2019-06-10T00:00:00.0000000,09:00-10:00,41503.9,856182.8
250,2019-06-10T00:00:00.0000000,10:00-11:00,41401.9,856182.8
251,2019-06-10T00:00:00.0000000,11:00-12:00,41026.5,856182.8
252,2019-06-10T00:00:00.0000000,12:00-13:00,40674.3,856182.8
253,2019-06-10T00:00:00.0000000,13:00-14:00,40308.6,856182.8
254,2019-06-10T00:00:00.0000000,14:00-15:00,40341.7,856182.8
255,2019-06-10T00:00:00.0000000,15:00-16:00,40010.5,856182.8
256,2019-06-10T00:00:00.0000000,16:00-17:00,39886.5,856182.8
257,2019-06-10T00:00:00.0000000,17:00-18:00,39939.8,856182.8
258,2019-06-10T00:00:00.0000000,18:00-19:00,39885.6,856182.8
259,2019-06-10T00:00:00.0000000,19:00-20:00,39604.1,856182.8
260,2019-06-10T00:00:00.0000000,20:00-21:00,38851.2,856182.8
261,2019-06-10T00:00:00.0000000,21:00-22:00,38200.4,856182.8
262,2019-06-10T00:00:00.0000000,22:00-23:00,37298.9,856182.8
263,2019-06-10T00:00:00.0000000,23:00-24:00,35534.1,856182.8
264,2019-06-11T00:00:00.0000000,00:00-01:00,33162.6,911124.3
265,2019-06-11T00:00:00.0000000,01:00-02:00,32574.5,911124.3
266,2019-06-11T00:00:00.0000000,02:00-03:00,32155.1,911124.3
267,2019-06-11T00:00:00.0000000,03:00-04:00,32029.5,911124.3
268,2019-06-11T00:00:00.0000000,04:00-05:00,32344.7,911124.3
269,2019-06-11T00:00:00.0000000,05:00-06:00,34019.4,911124.3
270,2019-06-11T00:00:00.0000000,06:00-07:00,37298.7,911124.3
271,2019-06-11T00:00:00.0000000,07:00-08:00,40289.0,911124.3
272,2019-06-11T00:00:00.0000000,08:00-09:00,41162.7,911124.3
273,2019-06-11T00:00:00.0000000,09:00-10:00,41303.4,911124.3
274,2019-06-11T00:00:00.0000000,10:00-11:00,41412.2,911124.3
275,2019-06-11T00:00:00.0000000,11:00-12:00,41538.0,911124.3
276,2019-06-11T00:00:00.0000000,12:00-13:00,41239.9,911124.3
277,2019-06-11T00:00:00.0000000,13:00-14:00,40978.7,911124.3
278,2019-06-11T00:00:00.0000000,14:00-15:00,40811.0,911124.3
279,2019-06-11T00:00:00.0000000,15:00-16:00,40504.7,911124.3
280,2019-06-11T00:00:00.0000000,16:00-17:00,40585.4,911124.3
281,2019-06-11T00:00:00.0000000,17:00-18:00,40498.7,911124.3
282,2019-06-11T00:00:00.0000000,18:00-19:00,40095.9,911124.3
283,2019-06-11T00:00:00.0000000,19:00-20:00,39832.1,911124.3
284,2019-06-11T00:00:00.0000000,20:00-21:00,39191.4,911124.3
285,2019-06-11T00:00:00.0000000,21:00-22:00,38524.2,911124.3
286,2019-06-11T00:00:00.0000000,22:00-23:00,37611.1,911124.3
287,2019-06-11T00:00:00.0000000,23:00-24:00,36101.9,911124.3
288,2019-06-12T00:00:00.0000000,00:00-01:00,33365.0,915264.8
289,2019-06-12T00:00:00.0000000,01:00-02:00,32722.3,915264.8
290,2019-06-12T00:00:00.0000000,02:00-03:00,32608.0,915264.8
291,2019-06-12T00:00:00.0000000,03:00-04:00,32456.0,915264.8
292,2019-06-12T00:00:00.0000000,04:00-05:00,32808.1,915264.8
293,2019-06-12T00:00:00.0000000,05:00-06:00,34648.1,915264.8
294,2019-06-12T00:00:00.0000000,06:00-07:00,37943.2,915264.8
295,2019-06-12T00:00:00.0000000,07:00-08:00,40342.1,915264.8
296,2019-06-12T00:00:00.0000000,08:00-09:00,41193.6,915264.8
297,2019-06-12T00:00:00.0000000,09:00-10:00,41115.4,915264.8
298,2019-06-12T00:00:00.0000000,10:00-11:00,40073.1,915264.8
299,2019-06-12T00:00:00.0000000,11:00-12:00,39741.2,915264.8
300,2019-06-12T00:00:00.0000000,12:00-13:00,39194.0,915264.8
301,2019-06-12T00:00:00.0000000,13:00-14:00,38899.1,915264.8
302,2019-06-12T00:00:00.0000000,14:00-15:00,38493.0,915264.8
303,2019-06-12T00:00:00.0000000,15:00-16:00,38512.7,915264.8
304,2019-06-12T00:00:00.0000000,16:00-17:00,39242.7,915264.8
305,2019-06-12T00:00:00.0000000,17:00-18:00,39903.5,915264.8
306,2019-06-12T00:00:00.0000000,18:00-19:00,40076.1,915264.8
307,2019-06-12T00:00:00.0000000,19:00-20:00,39689.5,915264.8
308,2019-06-12T00:00:00.0000000,20:00-21:00,39335.8,915264.8
309,2019-06-12T00:00:00.0000000,21:00-22:00,38658.1,915264.8
310,2019-06-12T00:00:00.0000000,22:00-23:00,37943.5,915264.8
311,2019-06-12T00:00:00.0000000,23:00-24:00,36328.5,915264.8
312,2019-06-13T00:00:00.0000000,00:00-01:00,34824.8,905292.6
313,2019-06-13T00:00:00.0000000,01:00-02:00,33671.2,905292.6
314,2019-06-13T00:00:00.0000000,02:00-03:00,32702.0,905292.6
315,2019-06-13T00:00:00.0000000,03:00-04:00,32350.2,905292.6
316,2019-06-13T00:00:00.0000000,04:00-05:00,32804.5,905292.6
317,2019-06-13T00:00:00.0000000,05:00-06:00,35069.0,905292.6
318,2019-06-13T00:00:00.0000000,06:00-07:00,38160.1,905292.6
319,2019-06-13T00:00:00.0000000,07:00-08:00,40420.2,905292.6
320,2019-06-13T00:00:00.0000000,08:00-09:00,41348.9,905292.6
321,2019-06-13T00:00:00.0000000,09:00-10:00,41451.7,905292.6
322,2019-06-13T00:00:00.0000000,10:00-11:00,41430.6,905292.6
323,2019-06-13T00:00:00.0000000,11:00-12:00,41275.4,905292.6
324,2019-06-13T00:00:00.0000000,12:00-13:00,40704.6,905292.6
325,2019-06-13T00:00:00.0000000,13:00-14:00,39854.7,905292.6
326,2019-06-13T00:00:00.0000000,14:00-15:00,39747.6,905292.6
327,2019-06-13T00:00:00.0000000,15:00-16:00,40234.1,905292.6
328,2019-06-13T00:00:00.0000000,16:00-17:00,39980.3,905292.6
329,2019-06-13T00:00:00.0000000,17:00-18:00,39846.5,905292.6
330,2019-06-13T00:00:00.0000000,18:00-19:00,39515.2,905292.6
331,2019-06-13T00:00:00.0000000,19:00-20:00,39138.9,905292.6
332,2019-06-13T00:00:00.0000000,20:00-21:00,38334.4,905292.6
333,2019-06-13T00:00:00.0000000,21:00-22:00,37966.7,905292.6
334,2019-06-13T00:00:00.0000000,22:00-23:00,37173.0,905292.6
335,2019-06-13T00:00:00.0000000,23:00-24:00,35618.8,905292.6
336,2019-06-14T00:00:00.0000000,00:00-01:00,34092.8,913623.4
337,2019-06-14T00:00:00.0000000,01:00-02:00,33170.1,913623.4
338,2019-06-14T00:00:00.0000000,02:00-03:00,32521.0,913623.4
339,2019-06-14T00:00:00.0000000,03:00-04:00,31818.5,913623.4
340,2019-06-14T00:00:00.0000000,04:00-05:00,31401.3,913623.4
341,2019-06-14T00:00:00.0000000,05:00-06:00,31938.4,913623.4
342,2019-06-14T00:00:00.0000000,06:00-07:00,33073.5,913623.4
343,2019-06-14T00:00:00.0000000,07:00-08:00,34408.8,913623.4
344,2019-06-14T00:00:00.0000000,08:00-09:00,35908.8,913623.4
345,2019-06-14T00:00:00.0000000,09:00-10:00,37175.9,913623.4
346,2019-06-14T00:00:00.0000000,10:00-11:00,37133.0,913623.4
347,2019-06-14T00:00:00.0000000,11:00-12:00,36130.4,913623.4
348,2019-06-14T00:00:00.0000000,12:00-13:00,35220.1,913623.4
349,2019-06-14T00:00:00.0000000,13:00-14:00,35014.9,913623.4
350,2019-06-14T00:00:00.0000000,14:00-15:00,34730.9,913623.4
351,2019-06-14T00:00:00.0000000,15:00-16:00,34884.2,913623.4
352,2019-06-14T00:00:00.0000000,16:00-17:00,35018.3,913623.4
353,2019-06-14T00:00:00.0000000,17:00-18:00,36327.9,913623.4
354,2019-06-14T00:00:00.0000000,18:00-19:00,37059.0,913623.4
355,2019-06-14T00:00:00.0000000,19:00-20:00,36699.5,913623.4
356,2019-06-14T00:00:00.0000000,20:00-21:00,35988.2,913623.4
357,2019-06-14T00:00:00.0000000,21:00-22:00,35593.7,913623.4
358,2019-06-14T00:00:00.0000000,22:00-23:00,35133.5,913623.4
359,2019-06-14T00:00:00.0000000,23:00-24:00,34161.2,913623.4
360,2019-06-15T00:00:00.0000000,00:00-01:00,32626.3,834603.9
361,2019-06-15T00:00:00.0000000,01:00-02:00,31341.5,834603.9
362,2019-06-15T00:00:00.0000000,02:00-03:00,30772.1,834603.9
363,2019-06-15T00:00:00.0000000,03:00-04:00,30262.3,834603.9
364,2019-06-15T00:00:00.0000000,04:00-05:00,30041.2,834603.9
365,2019-06-15T00:00:00.0000000,05:00-06:00,30146.9,834603.9
366,2019-06-15T00:00:00.0000000,06:00-07:00,30712.7,834603.9
367,2019-06-15T00:00:00.0000000,07:00-08:00,31991.3,834603.9
368,2019-06-15T00:00:00.0000000,08:00-09:00,32999.5,834603.9
369,2019-06-15T00:00:00.0000000,09:00-10:00,33404.8,834603.9
370,2019-06-15T00:00:00.0000000,10:00-11:00,33832.0,834603.9
371,2019-06-15T00:00:00.0000000,11:00-12:00,33705.9,834603.9
372,2019-06-15T00:00:00.0000000,12:00-13:00,33648.3,834603.9
373,2019-06-15T00:00:00.0000000,13:00-14:00,33205.8,834603.9
374,2019-06-15T00:00:00.0000000,14:00-15:00,33409.0,834603.9
375,2019-06-15T00:00:00.0000000,15:00-16:00,33188.5,834603.9
376,2019-06-15T00:00:00.0000000,16:00-17:00,34142.1,834603.9
