,Date,Timespan,Value,Base,Peak
0,2019-06-01T00:00:00.0000000,00:00-01:00,33.63,29.9467,27.995
1,2019-06-01T00:00:00.0000000,01:00-02:00,31.03,29.9467,27.995
2,2019-06-01T00:00:00.0000000,02:00-03:00,28.23,29.9467,27.995
3,2019-06-01T00:00:00.0000000,03:00-04:00,27.52,29.9467,27.995
4,2019-06-01T00:00:00.0000000,04:00-05:00,25.44,29.9467,27.995
5,2019-06-01T00:00:00.0000000,05:00-06:00,23.12,29.9467,27.995
6,2019-06-01T00:00:00.0000000,06:00-07:00,25.73,29.9467,27.995
7,2019-06-01T00:00:00.0000000,07:00-08:00,27.55,29.9467,27.995
8,2019-06-01T00:00:00.0000000,08:00-09:00,29.61,29.9467,27.995
9,2019-06-01T00:00:00.0000000,09:00-10:00,28.68,29.9467,27.995
10,2019-06-01T00:00:00.0000000,10:00-11:00,26.42,29.9467,27.995
11,2019-06-01T00:00:00.0000000,11:00-12:00,25.32,29.9467,27.995
12,2019-06-01T00:00:00.0000000,12:00-13:00,26.72,29.9467,27.995
13,2019-06-01T00:00:00.0000000,13:00-14:00,22.41,29.9467,27.995
14,2019-06-01T00:00:00.0000000,14:00-15:00,18.34,29.9467,27.995
15,2019-06-01T00:00:00.0000000,15:00-16:00,24.73,29.9467,27.995
16,2019-06-01T00:00:00.0000000,16:00-17:00,27.57,29.9467,27.995
17,2019-06-01T00:00:00.0000000,17:00-18:00,29.09,29.9467,27.995
18,2019-06-01T00:00:00.0000000,18:00-19:00,36.9,29.9467,27.995
19,2019-06-01T00:00:00.0000000,19:00-20:00,40.15,29.9467,27.995
20,2019-06-01T00:00:00.0000000,20:00-21:00,41.71,29.9467,27.995
21,2019-06-01T00:00:00.0000000,21:00-22:00,40.86,29.9467,27.995
22,2019-06-01T00:00:00.0000000,22:00-23:00,40.36,29.9467,27.995
23,2019-06-01T00:00:00.0000000,23:00-24:00,37.6,29.9467,27.995
24,2019-06-02T00:00:00.0000000,00:00-01:00,28.52,21.8258,13.9008
25,2019-06-02T00:00:00.0000000,01:00-02:00,28.99,21.8258,13.9008
26,2019-06-02T00:00:00.0000000,02:00-03:00,29.07,21.8258,13.9008
27,2019-06-02T00:00:00.0000000,03:00-04:00,27.84,21.8258,13.9008
28,2019-06-02T00:00:00.0000000,04:00-05:00,27.56,21.8258,13.9008
29,2019-06-02T00:00:00.0000000,05:00-06:00,24.97,21.8258,13.9008
30,2019-06-02T00:00:00.0000000,06:00-07:00,24.51,21.8258,13.9008
31,2019-06-02T00:00:00.0000000,07:00-08:00,23.31,21.8258,13.9008
32,2019-06-02T00:00:00.0000000,08:00-09:00,25.22,21.8258,13.9008
33,2019-06-02T00:00:00.0000000,09:00-10:00,19.38,21.8258,13.9008
34,2019-06-02T00:00:00.0000000,10:00-11:00,11.76,21.8258,13.9008
35,2019-06-02T00:00:00.0000000,11:00-12:00,11.9,21.8258,13.9008
36,2019-06-02T00:00:00.0000000,12:00-13:00,8.91,21.8258,13.9008
37,2019-06-02T00:00:00.0000000,13:00-14:00,3.5,21.8258,13.9008
38,2019-06-02T00:00:00.0000000,14:00-15:00,-9.02,21.8258,13.9008
39,2019-06-02T00:00:00.0000000,15:00-16:00,-0.48,21.8258,13.9008
40,2019-06-02T00:00:00.0000000,16:00-17:00,3.5,21.8258,13.9008
41,2019-06-02T00:00:00.0000000,17:00-18:00,23.49,21.8258,13.9008
42,2019-06-02T00:00:00.0000000,18:00-19:00,31.24,21.8258,13.9008
43,2019-06-02T00:00:00.0000000,19:00-20:00,37.41,21.8258,13.9008
44,2019-06-02T00:00:00.0000000,20:00-21:00,38.13,21.8258,13.9008
45,2019-06-02T00:00:00.0000000,21:00-22:00,37.14,21.8258,13.9008
46,2019-06-02T00:00:00.0000000,22:00-23:00,37.12,21.8258,13.9008
47,2019-06-02T00:00:00.0000000,23:00-24:00,29.85,21.8258,13.9008
48,2019-06-03T00:00:00.0000000,00:00-01:00,26.57,36.9013,40.0917
49,2019-06-03T00:00:00.0000000,01:00-02:00,23.34,36.9013,40.0917
50,2019-06-03T00:00:00.0000000,02:00-03:00,20.78,36.9013,40.0917
51,2019-06-03T00:00:00.0000000,03:00-04:00,19.97,36.9013,40.0917
52,2019-06-03T00:00:00.0000000,04:00-05:00,19.64,36.9013,40.0917
53,2019-06-03T00:00:00.0000000,05:00-06:00,24.04,36.9013,40.0917
54,2019-06-03T00:00:00.0000000,06:00-07:00,40.62,36.9013,40.0917
55,2019-06-03T00:00:00.0000000,07:00-08:00,44.92,36.9013,40.0917
56,2019-06-03T00:00:00.0000000,08:00-09:00,45.02,36.9013,40.0917
57,2019-06-03T00:00:00.0000000,09:00-10:00,41.81,36.9013,40.0917
58,2019-06-03T00:00:00.0000000,10:00-11:00,39.36,36.9013,40.0917
59,2019-06-03T00:00:00.0000000,11:00-12:00,37.71,36.9013,40.0917
60,2019-06-03T00:00:00.0000000,12:00-13:00,36.25,36.9013,40.0917
61,2019-06-03T00:00:00.0000000,13:00-14:00,35.46,36.9013,40.0917
62,2019-06-03T00:00:00.0000000,14:00-15:00,35.23,36.9013,40.0917
63,2019-06-03T00:00:00.0000000,15:00-16:00,35.68,36.9013,40.0917
64,2019-06-03T00:00:00.0000000,16:00-17:00,35.69,36.9013,40.0917
65,2019-06-03T00:00:00.0000000,17:00-18:00,42.97,36.9013,40.0917
66,2019-06-03T00:00:00.0000000,18:00-19:00,45.42,36.9013,40.0917
67,2019-06-03T00:00:00.0000000,19:00-20:00,50.5,36.9013,40.0917
68,2019-06-03T00:00:00.0000000,20:00-21:00,48.98,36.9013,40.0917
69,2019-06-03T00:00:00.0000000,21:00-22:00,48.31,36.9013,40.0917
70,2019-06-03T00:00:00.0000000,22:00-23:00,45.96,36.9013,40.0917
71,2019-06-03T00:00:00.0000000,23:00-24:00,41.4,36.9013,40.0917
72,2019-06-04T00:00:00.0000000,00:00-01:00,34.74,38.955,41.6675
73,2019-06-04T00:00:00.0000000,01:00-02:00,32.99,38.955,41.6675
74,2019-06-04T00:00:00.0000000,02:00-03:00,31.86,38.955,41.6675
75,2019-06-04T00:00:00.0000000,03:00-04:00,31.16,38.955,41.6675
76,2019-06-04T00:00:00.0000000,04:00-05:00,32.68,38.955,41.6675
77,2019-06-04T00:00:00.0000000,05:00-06:00,33.91,38.955,41.6675
78,2019-06-04T00:00:00.0000000,06:00-07:00,42.75,38.955,41.6675
79,2019-06-04T00:00:00.0000000,07:00-08:00,49.98,38.955,41.6675
80,2019-06-04T00:00:00.0000000,08:00-09:00,55.32,38.955,41.6675
81,2019-06-04T00:00:00.0000000,09:00-10:00,46.93,38.955,41.6675
82,2019-06-04T00:00:00.0000000,10:00-11:00,42.24,38.955,41.6675
83,2019-06-04T00:00:00.0000000,11:00-12:00,41.0,38.955,41.6675
84,2019-06-04T00:00:00.0000000,12:00-13:00,37.56,38.955,41.6675
85,2019-06-04T00:00:00.0000000,13:00-14:00,36.5,38.955,41.6675
86,2019-06-04T00:00:00.0000000,14:00-15:00,35.19,38.955,41.6675
87,2019-06-04T00:00:00.0000000,15:00-16:00,34.47,38.955,41.6675
88,2019-06-04T00:00:00.0000000,16:00-17:00,36.65,38.955,41.6675
89,2019-06-04T00:00:00.0000000,17:00-18:00,42.92,38.955,41.6675
90,2019-06-04T00:00:00.0000000,18:00-19:00,45.11,38.955,41.6675
91,2019-06-04T00:00:00.0000000,19:00-20:00,46.12,38.955,41.6675
92,2019-06-04T00:00:00.0000000,20:00-21:00,44.72,38.955,41.6675
93,2019-06-04T00:00:00.0000000,21:00-22:00,38.28,38.955,41.6675
94,2019-06-04T00:00:00.0000000,22:00-23:00,33.83,38.955,41.6675
95,2019-06-04T00:00:00.0000000,23:00-24:00,28.01,38.955,41.6675
96,2019-06-05T00:00:00.0000000,00:00-01:00,27.48,37.91,42.265
97,2019-06-05T00:00:00.0000000,01:00-02:00,26.06,37.91,42.265
98,2019-06-05T00:00:00.0000000,02:00-03:00,24.55,37.91,42.265
99,2019-06-05T00:00:00.0000000,03:00-04:00,24.54,37.91,42.265
100,2019-06-05T00:00:00.0000000,04:00-05:00,25.31,37.91,42.265
101,2019-06-05T00:00:00.0000000,05:00-06:00,27.75,37.91,42.265
102,2019-06-05T00:00:00.0000000,06:00-07:00,37.52,37.91,42.265
103,2019-06-05T00:00:00.0000000,07:00-08:00,44.51,37.91,42.265
104,2019-06-05T00:00:00.0000000,08:00-09:00,44.99,37.91,42.265
105,2019-06-05T00:00:00.0000000,09:00-10:00,43.97,37.91,42.265
106,2019-06-05T00:00:00.0000000,10:00-11:00,41.38,37.91,42.265
107,2019-06-05T00:00:00.0000000,11:00-12:00,40.46,37.91,42.265
108,2019-06-05T00:00:00.0000000,12:00-13:00,38.85,37.91,42.265
109,2019-06-05T00:00:00.0000000,13:00-14:00,36.32,37.91,42.265
110,2019-06-05T00:00:00.0000000,14:00-15:00,36.19,37.91,42.265
111,2019-06-05T00:00:00.0000000,15:00-16:00,38.01,37.91,42.265
112,2019-06-05T00:00:00.0000000,16:00-17:00,39.0,37.91,42.265
113,2019-06-05T00:00:00.0000000,17:00-18:00,43.45,37.91,42.265
114,2019-06-05T00:00:00.0000000,18:00-19:00,48.22,37.91,42.265
115,2019-06-05T00:00:00.0000000,19:00-20:00,56.34,37.91,42.265
116,2019-06-05T00:00:00.0000000,20:00-21:00,49.18,37.91,42.265
117,2019-06-05T00:00:00.0000000,21:00-22:00,43.68,37.91,42.265
118,2019-06-05T00:00:00.0000000,22:00-23:00,39.99,37.91,42.265
119,2019-06-05T00:00:00.0000000,23:00-24:00,32.09,37.91,42.265
120,2019-06-06T00:00:00.0000000,00:00-01:00,28.5,36.4413,36.9633
121,2019-06-06T00:00:00.0000000,01:00-02:00,26.5,36.4413,36.9633
122,2019-06-06T00:00:00.0000000,02:00-03:00,24.64,36.4413,36.9633
123,2019-06-06T00:00:00.0000000,03:00-04:00,24.03,36.4413,36.9633
124,2019-06-06T00:00:00.0000000,04:00-05:00,24.06,36.4413,36.9633
125,2019-06-06T00:00:00.0000000,05:00-06:00,27.54,36.4413,36.9633
126,2019-06-06T00:00:00.0000000,06:00-07:00,32.16,36.4413,36.9633
127,2019-06-06T00:00:00.0000000,07:00-08:00,40.73,36.4413,36.9633
128,2019-06-06T00:00:00.0000000,08:00-09:00,42.91,36.4413,36.9633
129,2019-06-06T00:00:00.0000000,09:00-10:00,39.93,36.4413,36.9633
130,2019-06-06T00:00:00.0000000,10:00-11:00,34.11,36.4413,36.9633
131,2019-06-06T00:00:00.0000000,11:00-12:00,33.62,36.4413,36.9633
132,2019-06-06T00:00:00.0000000,12:00-13:00,32.31,36.4413,36.9633
133,2019-06-06T00:00:00.0000000,13:00-14:00,32.0,36.4413,36.9633
134,2019-06-06T00:00:00.0000000,14:00-15:00,32.0,36.4413,36.9633
135,2019-06-06T00:00:00.0000000,15:00-16:00,32.53,36.4413,36.9633
136,2019-06-06T00:00:00.0000000,16:00-17:00,33.58,36.4413,36.9633
137,2019-06-06T00:00:00.0000000,17:00-18:00,35.76,36.4413,36.9633
138,2019-06-06T00:00:00.0000000,18:00-19:00,42.98,36.4413,36.9633
139,2019-06-06T00:00:00.0000000,19:00-20:00,51.83,36.4413,36.9633
140,2019-06-06T00:00:00.0000000,20:00-21:00,58.92,36.4413,36.9633
141,2019-06-06T00:00:00.0000000,21:00-22:00,54.92,36.4413,36.9633
142,2019-06-06T00:00:00.0000000,22:00-23:00,47.61,36.4413,36.9633
143,2019-06-06T00:00:00.0000000,23:00-24:00,41.42,36.4413,36.9633
144,2019-06-07T00:00:00.0000000,00:00-01:00,40.37,37.5458,36.4558
145,2019-06-07T00:00:00.0000000,01:00-02:00,34.15,37.5458,36.4558
146,2019-06-07T00:00:00.0000000,02:00-03:00,32.46,37.5458,36.4558
147,2019-06-07T00:00:00.0000000,03:00-04:00,33.14,37.5458,36.4558
148,2019-06-07T00:00:00.0000000,04:00-05:00,32.09,37.5458,36.4558
149,2019-06-07T00:00:00.0000000,05:00-06:00,32.49,37.5458,36.4558
150,2019-06-07T00:00:00.0000000,06:00-07:00,56.4,37.5458,36.4558
151,2019-06-07T00:00:00.0000000,07:00-08:00,73.15,37.5458,36.4558
152,2019-06-07T00:00:00.0000000,08:00-09:00,66.98,37.5458,36.4558
153,2019-06-07T00:00:00.0000000,09:00-10:00,45.93,37.5458,36.4558
154,2019-06-07T00:00:00.0000000,10:00-11:00,37.21,37.5458,36.4558
155,2019-06-07T00:00:00.0000000,11:00-12:00,33.39,37.5458,36.4558
156,2019-06-07T00:00:00.0000000,12:00-13:00,30.09,37.5458,36.4558
157,2019-06-07T00:00:00.0000000,13:00-14:00,27.7,37.5458,36.4558
158,2019-06-07T00:00:00.0000000,14:00-15:00,27.07,37.5458,36.4558
159,2019-06-07T00:00:00.0000000,15:00-16:00,27.21,37.5458,36.4558
160,2019-06-07T00:00:00.0000000,16:00-17:00,28.66,37.5458,36.4558
161,2019-06-07T00:00:00.0000000,17:00-18:00,31.27,37.5458,36.4558
162,2019-06-07T00:00:00.0000000,18:00-19:00,39.92,37.5458,36.4558
163,2019-06-07T00:00:00.0000000,19:00-20:00,42.04,37.5458,36.4558
164,2019-06-07T00:00:00.0000000,20:00-21:00,40.07,37.5458,36.4558
165,2019-06-07T00:00:00.0000000,21:00-22:00,33.0,37.5458,36.4558
166,2019-06-07T00:00:00.0000000,22:00-23:00,30.04,37.5458,36.4558
167,2019-06-07T00:00:00.0000000,23:00-24:00,26.27,37.5458,36.4558
168,2019-06-08T00:00:00.0000000,00:00-01:00,2.86,-35.1408,-56.4842
169,2019-06-08T00:00:00.0000000,01:00-02:00,-15.08,-35.1408,-56.4842
170,2019-06-08T00:00:00.0000000,02:00-03:00,-33.04,-35.1408,-56.4842
171,2019-06-08T00:00:00.0000000,03:00-04:00,-33.0,-35.1408,-56.4842
172,2019-06-08T00:00:00.0000000,04:00-05:00,-37.53,-35.1408,-56.4842
173,2019-06-08T00:00:00.0000000,05:00-06:00,-46.4,-35.1408,-56.4842
174,2019-06-08T00:00:00.0000000,06:00-07:00,-51.05,-35.1408,-56.4842
175,2019-06-08T00:00:00.0000000,07:00-08:00,-51.29,-35.1408,-56.4842
176,2019-06-08T00:00:00.0000000,08:00-09:00,-51.45,-35.1408,-56.4842
177,2019-06-08T00:00:00.0000000,09:00-10:00,-55.84,-35.1408,-56.4842
178,2019-06-08T00:00:00.0000000,10:00-11:00,-58.73,-35.1408,-56.4842
179,2019-06-08T00:00:00.0000000,11:00-12:00,-62.93,-35.1408,-56.4842
180,2019-06-08T00:00:00.0000000,12:00-13:00,-65.5,-35.1408,-56.4842
181,2019-06-08T00:00:00.0000000,13:00-14:00,-73.65,-35.1408,-56.4842
182,2019-06-08T00:00:00.0000000,14:00-15:00,-78.11,-35.1408,-56.4842
183,2019-06-08T00:00:00.0000000,15:00-16:00,-73.61,-35.1408,-56.4842
184,2019-06-08T00:00:00.0000000,16:00-17:00,-64.0,-35.1408,-56.4842
185,2019-06-08T00:00:00.0000000,17:00-18:00,-55.53,-35.1408,-56.4842
186,2019-06-08T00:00:00.0000000,18:00-19:00,-50.95,-35.1408,-56.4842
187,2019-06-08T00:00:00.0000000,19:00-20:00,12.49,-35.1408,-56.4842
188,2019-06-08T00:00:00.0000000,20:00-21:00,24.19,-35.1408,-56.4842
189,2019-06-08T00:00:00.0000000,21:00-22:00,25.93,-35.1408,-56.4842
190,2019-06-08T00:00:00.0000000,22:00-23:00,27.39,-35.1408,-56.4842
191,2019-06-08T00:00:00.0000000,23:00-24:00,21.45,-35.1408,-56.4842
192,2019-06-09T00:00:00.0000000,00:00-01:00,25.62,22.4546,21.2175
193,2019-06-09T00:00:00.0000000,01:00-02:00,14.24,22.4546,21.2175
194,2019-06-09T00:00:00.0000000,02:00-03:00,12.05,22.4546,21.2175
195,2019-06-09T00:00:00.0000000,03:00-04:00,9.16,22.4546,21.2175
196,2019-06-09T00:00:00.0000000,04:00-05:00,10.99,22.4546,21.2175
197,2019-06-09T00:00:00.0000000,05:00-06:00,10.72,22.4546,21.2175
198,2019-06-09T00:00:00.0000000,06:00-07:00,14.84,22.4546,21.2175
199,2019-06-09T00:00:00.0000000,07:00-08:00,13.4,22.4546,21.2175
200,2019-06-09T00:00:00.0000000,08:00-09:00,15.56,22.4546,21.2175
201,2019-06-09T00:00:00.0000000,09:00-10:00,10.58,22.4546,21.2175
202,2019-06-09T00:00:00.0000000,10:00-11:00,5.48,22.4546,21.2175
203,2019-06-09T00:00:00.0000000,11:00-12:00,12.38,22.4546,21.2175
204,2019-06-09T00:00:00.0000000,12:00-13:00,15.08,22.4546,21.2175
205,2019-06-09T00:00:00.0000000,13:00-14:00,13.66,22.4546,21.2175
206,2019-06-09T00:00:00.0000000,14:00-15:00,14.96,22.4546,21.2175
207,2019-06-09T00:00:00.0000000,15:00-16:00,17.94,22.4546,21.2175
208,2019-06-09T00:00:00.0000000,16:00-17:00,24.68,22.4546,21.2175
209,2019-06-09T00:00:00.0000000,17:00-18:00,31.67,22.4546,21.2175
210,2019-06-09T00:00:00.0000000,18:00-19:00,44.14,22.4546,21.2175
211,2019-06-09T00:00:00.0000000,19:00-20:00,48.48,22.4546,21.2175
212,2019-06-09T00:00:00.0000000,20:00-21:00,50.06,22.4546,21.2175
213,2019-06-09T00:00:00.0000000,21:00-22:00,46.62,22.4546,21.2175
214,2019-06-09T00:00:00.0000000,22:00-23:00,41.0,22.4546,21.2175
215,2019-06-09T00:00:00.0000000,23:00-24:00,35.6,22.4546,21.2175
216,2019-06-10T00:00:00.0000000,00:00-01:00,33.32,31.3667,30.8642
217,2019-06-10T00:00:00.0000000,01:00-02:00,28.84,31.3667,30.8642
218,2019-06-10T00:00:00.0000000,02:00-03:00,27.78,31.3667,30.8642
219,2019-06-10T00:00:00.0000000,03:00-04:00,27.0,31.3667,30.8642
220,2019-06-10T00:00:00.0000000,04:00-05:00,27.01,31.3667,30.8642
221,2019-06-10T00:00:00.0000000,05:00-06:00,25.83,31.3667,30.8642
222,2019-06-10T00:00:00.0000000,06:00-07:00,26.84,31.3667,30.8642
223,2019-06-10T00:00:00.0000000,07:00-08:00,30.03,31.3667,30.8642
224,2019-06-10T00:00:00.0000000,08:00-09:00,33.54,31.3667,30.8642
225,2019-06-10T00:00:00.0000000,09:00-10:00,30.92,31.3667,30.8642
226,2019-06-10T00:00:00.0000000,10:00-11:00,30.06,31.3667,30.8642
227,2019-06-10T00:00:00.0000000,11:00-12:00,29.55,31.3667,30.8642
228,2019-06-10T00:00:00.0000000,12:00-13:00,28.69,31.3667,30.8642
229,2019-06-10T00:00:00.0000000,13:00-14:00,27.13,31.3667,30.8642
230,2019-06-10T00:00:00.0000000,14:00-15:00,27.3,31.3667,30.8642
231,2019-06-10T00:00:00.0000000,15:00-16:00,27.45,31.3667,30.8642
232,2019-06-10T00:00:00.0000000,16:00-17:00,28.08,31.3667,30.8642
233,2019-06-10T00:00:00.0000000,17:00-18:00,31.19,31.3667,30.8642
234,2019-06-10T00:00:00.0000000,18:00-19:00,36.46,31.3667,30.8642
235,2019-06-10T00:00:00.0000000,19:00-20:00,40.0,31.3667,30.8642
236,2019-06-10T00:00:00.0000000,20:00-21:00,40.82,31.3667,30.8642
237,2019-06-10T00:00:00.0000000,21:00-22:00,39.9,31.3667,30.8642
238,2019-06-10T00:00:00.0000000,22:00-23:00,40.0,31.3667,30.8642
239,2019-06-10T00:00:00.0000000,23:00-24:00,35.06,31.3667,30.8642
240,2019-06-11T00:00:00.0000000,00:00-01:00,30.09,44.6004,51.5225
241,2019-06-11T00:00:00.0000000,01:00-02:00,29.21,44.6004,51.5225
242,2019-06-11T00:00:00.0000000,02:00-03:00,28.28,44.6004,51.5225
243,2019-06-11T00:00:00.0000000,03:00-04:00,27.05,44.6004,51.5225
244,2019-06-11T00:00:00.0000000,04:00-05:00,25.89,44.6004,51.5225
245,2019-06-11T00:00:00.0000000,05:00-06:00,29.13,44.6004,51.5225
246,2019-06-11T00:00:00.0000000,06:00-07:00,43.09,44.6004,51.5225
247,2019-06-11T00:00:00.0000000,07:00-08:00,47.34,44.6004,51.5225
248,2019-06-11T00:00:00.0000000,08:00-09:00,52.8,44.6004,51.5225
249,2019-06-11T00:00:00.0000000,09:00-10:00,50.01,44.6004,51.5225
250,2019-06-11T00:00:00.0000000,10:00-11:00,52.65,44.6004,51.5225
251,2019-06-11T00:00:00.0000000,11:00-12:00,53.92,44.6004,51.5225
252,2019-06-11T00:00:00.0000000,12:00-13:00,47.38,44.6004,51.5225
253,2019-06-11T00:00:00.0000000,13:00-14:00,45.72,44.6004,51.5225
254,2019-06-11T00:00:00.0000000,14:00-15:00,45.07,44.6004,51.5225
255,2019-06-11T00:00:00.0000000,15:00-16:00,46.42,44.6004,51.5225
256,2019-06-11T00:00:00.0000000,16:00-17:00,49.66,44.6004,51.5225
257,2019-06-11T00:00:00.0000000,17:00-18:00,55.77,44.6004,51.5225
258,2019-06-11T00:00:00.0000000,18:00-19:00,59.17,44.6004,51.5225
259,2019-06-11T00:00:00.0000000,19:00-20:00,59.7,44.6004,51.5225
260,2019-06-11T00:00:00.0000000,20:00-21:00,53.89,44.6004,51.5225
261,2019-06-11T00:00:00.0000000,21:00-22:00,51.14,44.6004,51.5225
262,2019-06-11T00:00:00.0000000,22:00-23:00,46.1,44.6004,51.5225
263,2019-06-11T00:00:00.0000000,23:00-24:00,40.93,44.6004,51.5225
264,2019-06-12T00:00:00.0000000,00:00-01:00,37.69,43.9458,46.7917
265,2019-06-12T00:00:00.0000000,01:00-02:00,35.65,43.9458,46.7917
266,2019-06-12T00:00:00.0000000,02:00-03:00,33.43,43.9458,46.7917
267,2019-06-12T00:00:00.0000000,03:00-04:00,33.33,43.9458,46.7917
268,2019-06-12T00:00:00.0000000,04:00-05:00,32.81,43.9458,46.7917
269,2019-06-12T00:00:00.0000000,05:00-06:00,34.96,43.9458,46.7917
270,2019-06-12T00:00:00.0000000,06:00-07:00,47.61,43.9458,46.7917
271,2019-06-12T00:00:00.0000000,07:00-08:00,56.35,43.9458,46.7917
272,2019-06-12T00:00:00.0000000,08:00-09:00,62.44,43.9458,46.7917
273,2019-06-12T00:00:00.0000000,09:00-10:00,57.39,43.9458,46.7917
274,2019-06-12T00:00:00.0000000,10:00-11:00,51.88,43.9458,46.7917
275,2019-06-12T00:00:00.0000000,11:00-12:00,50.54,43.9458,46.7917
276,2019-06-12T00:00:00.0000000,12:00-13:00,45.98,43.9458,46.7917
277,2019-06-12T00:00:00.0000000,13:00-14:00,42.91,43.9458,46.7917
278,2019-06-12T00:00:00.0000000,14:00-15:00,39.05,43.9458,46.7917
279,2019-06-12T00:00:00.0000000,15:00-16:00,34.09,43.9458,46.7917
280,2019-06-12T00:00:00.0000000,16:00-17:00,35.34,43.9458,46.7917
281,2019-06-12T00:00:00.0000000,17:00-18:00,42.14,43.9458,46.7917
282,2019-06-12T00:00:00.0000000,18:00-19:00,48.37,43.9458,46.7917
283,2019-06-12T00:00:00.0000000,19:00-20:00,51.37,43.9458,46.7917
284,2019-06-12T00:00:00.0000000,20:00-21:00,50.4,43.9458,46.7917
285,2019-06-12T00:00:00.0000000,21:00-22:00,47.63,43.9458,46.7917
286,2019-06-12T00:00:00.0000000,22:00-23:00,44.64,43.9458,46.7917
287,2019-06-12T00:00:00.0000000,23:00-24:00,38.7,43.9458,46.7917
288,2019-06-13T00:00:00.0000000,00:00-01:00,29.78,38.5875,36.7408
289,2019-06-13T00:00:00.0000000,01:00-02:00,28.34,38.5875,36.7408
290,2019-06-13T00:00:00.0000000,02:00-03:00,27.38,38.5875,36.7408
291,2019-06-13T00:00:00.0000000,03:00-04:00,28.34,38.5875,36.7408
292,2019-06-13T00:00:00.0000000,04:00-05:00,28.32,38.5875,36.7408
293,2019-06-13T00:00:00.0000000,05:00-06:00,29.89,38.5875,36.7408
294,2019-06-13T00:00:00.0000000,06:00-07:00,37.45,38.5875,36.7408
295,2019-06-13T00:00:00.0000000,07:00-08:00,48.01,38.5875,36.7408
296,2019-06-13T00:00:00.0000000,08:00-09:00,44.49,38.5875,36.7408
297,2019-06-13T00:00:00.0000000,09:00-10:00,36.42,38.5875,36.7408
298,2019-06-13T00:00:00.0000000,10:00-11:00,32.9,38.5875,36.7408
299,2019-06-13T00:00:00.0000000,11:00-12:00,30.47,38.5875,36.7408
300,2019-06-13T00:00:00.0000000,12:00-13:00,28.88,38.5875,36.7408
301,2019-06-13T00:00:00.0000000,13:00-14:00,29.1,38.5875,36.7408
302,2019-06-13T00:00:00.0000000,14:00-15:00,29.18,38.5875,36.7408
303,2019-06-13T00:00:00.0000000,15:00-16:00,30.24,38.5875,36.7408
304,2019-06-13T00:00:00.0000000,16:00-17:00,31.2,38.5875,36.7408
305,2019-06-13T00:00:00.0000000,17:00-18:00,33.68,38.5875,36.7408
306,2019-06-13T00:00:00.0000000,18:00-19:00,50.09,38.5875,36.7408
307,2019-06-13T00:00:00.0000000,19:00-20:00,64.24,38.5875,36.7408
308,2019-06-13T00:00:00.0000000,20:00-21:00,76.5,38.5875,36.7408
309,2019-06-13T00:00:00.0000000,21:00-22:00,62.61,38.5875,36.7408
310,2019-06-13T00:00:00.0000000,22:00-23:00,47.56,38.5875,36.7408
311,2019-06-13T00:00:00.0000000,23:00-24:00,41.03,38.5875,36.7408
312,2019-06-14T00:00:00.0000000,00:00-01:00,33.44,41.5829,44.6567
313,2019-06-14T00:00:00.0000000,01:00-02:00,29.78,41.5829,44.6567
314,2019-06-14T00:00:00.0000000,02:00-03:00,28.24,41.5829,44.6567
315,2019-06-14T00:00:00.0000000,03:00-04:00,28.3,41.5829,44.6567
316,2019-06-14T00:00:00.0000000,04:00-05:00,28.7,41.5829,44.6567
317,2019-06-14T00:00:00.0000000,05:00-06:00,29.8,41.5829,44.6567
318,2019-06-14T00:00:00.0000000,06:00-07:00,40.25,41.5829,44.6567
319,2019-06-14T00:00:00.0000000,07:00-08:00,52.94,41.5829,44.6567
320,2019-06-14T00:00:00.0000000,08:00-09:00,59.61,41.5829,44.6567
321,2019-06-14T00:00:00.0000000,09:00-10:00,49.04,41.5829,44.6567
322,2019-06-14T00:00:00.0000000,10:00-11:00,42.91,41.5829,44.6567
323,2019-06-14T00:00:00.0000000,11:00-12:00,41.01,41.5829,44.6567
324,2019-06-14T00:00:00.0000000,12:00-13:00,34.9,41.5829,44.6567
325,2019-06-14T00:00:00.0000000,13:00-14:00,33.02,41.5829,44.6567
326,2019-06-14T00:00:00.0000000,14:00-15:00,33.28,41.5829,44.6567
327,2019-06-14T00:00:00.0000000,15:00-16:00,34.06,41.5829,44.6567
328,2019-06-14T00:00:00.0000000,16:00-17:00,36.34,41.5829,44.6567
329,2019-06-14T00:00:00.0000000,17:00-18:00,49.02,41.5829,44.6567
330,2019-06-14T00:00:00.0000000,18:00-19:00,58.28,41.5829,44.6567
331,2019-06-14T00:00:00.0000000,19:00-20:00,64.41,41.5829,44.6567
332,2019-06-14T00:00:00.0000000,20:00-21:00,58.73,41.5829,44.6567
333,2019-06-14T00:00:00.0000000,21:00-22:00,50.45,41.5829,44.6567
334,2019-06-14T00:00:00.0000000,22:00-23:00,43.54,41.5829,44.6567
335,2019-06-14T00:00:00.0000000,23:00-24:00,37.94,41.5829,44.6567
336,2019-06-15T00:00:00.0000000,00:00-01:00,33.29,30.5871,29.205
337,2019-06-15T00:00:00.0000000,01:00-02:00,31.47,30.5871,29.205
338,2019-06-15T00:00:00.0000000,02:00-03:00,29.92,30.5871,29.205
339,2019-06-15T00:00:00.0000000,03:00-04:00,27.93,30.5871,29.205
340,2019-06-15T00:00:00.0000000,04:00-05:00,26.6,30.5871,29.205
